CompanyIdentifier,Employee Number,Column,Title,First name,Column,Last name,Column,Column,Column,Column,Date of Birth,Gender,Column,Column,Column,National ID 1 Type,NationalID1,Column,Column,Column,Column,Column,Column,Nationality,Column,Column,Column,Column,Column,Column,Column,Column,Job Title,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Work Email,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Joining Date,Column,Column,Column,Column,Column,Column,Column,Column,Leaving Date,Column,Column,Column,Column,Column,Column,Column,Column,Column,Full Time Equivalent,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,CompanyName,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column
CZ,111111245,xxx,Undisclosed,Petr, ,Krejci, , , , ,15/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000135, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25/07/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111246,xxx,Undisclosed,Jana, ,Novak, , , , ,16/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000136, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/10/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111247,xxx,Ms,Dana, ,Smith, , , , ,17/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000137, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,08/08/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111248,xxx,Undisclosed,Jakub, ,Kral, , , , ,18/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000138, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/05/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111249,xxx,Undisclosed,Viktor, ,Svoboda, , , , ,19/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000139, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/01/2024, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111250,xxx,Undisclosed,Eva, ,Krejci, , , , ,20/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000140, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111251,xxx,Ms,Ivan, ,Novak, , , , ,21/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000141, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19/07/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111252,xxx,Undisclosed,Petra, ,Smith, , , , ,22/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000142, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20/05/2024, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111253,xxx,Undisclosed,Michaela, ,Kral, , , , ,23/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000143, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12/10/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111254,xxx,Undisclosed,Petr, ,Svoboda, , , , ,24/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000144, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111255,xxx,Undisclosed,Jana, ,Krejci, , , , ,25/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000145, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/01/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111256,xxx,Mr,Dana, ,Novak, , , , ,26/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000146, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111257,xxx,Undisclosed,Jakub, ,Smith, , , , ,27/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000147, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27/06/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111258,xxx,Undisclosed,Viktor, ,Kral, , , , ,28/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000148, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12/07/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111259,xxx,Undisclosed,Eva, ,Svoboda, , , , ,29/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000149, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/11/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111260,xxx,Mr,Ivan, ,Krejci, , , , ,30/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000150, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26/07/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111261,xxx,Undisclosed,Petra, ,Novak, , , , ,31/05/1990,Undisclosed, ,Undefined,CZ,NUM,1000000151, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,01/11/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111262,xxx,Undisclosed,Michaela, ,Smith, , , , ,01/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000152, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/10/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111263,xxx,Mr,Petr, ,Kral, , , , ,02/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000153, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111264,xxx,Undisclosed,Jana, ,Svoboda, , , , ,03/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000154, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/10/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111265,xxx,Undisclosed,Dana, ,Krejci, , , , ,04/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000155, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25/07/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111266,xxx,Undisclosed,Jakub, ,Novak, , , , ,05/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000156, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,01/08/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111267,xxx,Undisclosed,Viktor, ,Smith, , , , ,06/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000157, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,03/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111268,xxx,Mr,Eva, ,Kral, , , , ,07/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000158, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/11/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111269,xxx,Undisclosed,Ivan, ,Svoboda, , , , ,08/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000159, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/11/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111270,xxx,Undisclosed,Petra, ,Krejci, , , , ,09/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000160, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/08/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111271,xxx,Undisclosed,Michaela, ,Novak, , , , ,10/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000161, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/02/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111272,xxx,Undisclosed,Petr, ,Smith, , , , ,11/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000162, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111273,xxx,Undisclosed,Jana, ,Kral, , , , ,12/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000163, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/09/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111274,xxx,Mr,Dana, ,Svoboda, , , , ,13/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000164, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,04/01/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111275,xxx,Undisclosed,Jakub, ,Krejci, , , , ,14/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000165, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111276,xxx,Undisclosed,Viktor, ,Novak, , , , ,15/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000166, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/11/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111277,xxx,Ms,Eva, ,Smith, , , , ,16/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000167, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26/08/2019, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111278,xxx,Undisclosed,Ivan, ,Kral, , , , ,17/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000168, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111279,xxx,Undisclosed,Petra, ,Svoboda, , , , ,18/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000169, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,05/07/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111280,xxx,Undisclosed,Michaela, ,Krejci, , , , ,19/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000170, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,02/01/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111281,xxx,Undisclosed,Petr, ,Novak, , , , ,20/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000171, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21/11/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111282,xxx,Undisclosed,Jana, ,Smith, , , , ,21/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000172, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10/01/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111283,xxx,Undisclosed,Dana, ,Kral, , , , ,22/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000173, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27/12/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111284,xxx,Mr,Jakub, ,Svoboda, , , , ,23/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000174, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,03/12/2018, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111285,xxx,Mr,Viktor, ,Krejci, , , , ,24/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000175, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeef@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22/02/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111286,xxx,Undisclosed,Eva, ,Novak, , , , ,25/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000176, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeg@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,29/08/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111287,xxx,Undisclosed,Ivan, ,Smith, , , , ,26/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000177, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeea@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,03/10/2022, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111288,xxx,Undisclosed,Petra, ,Kral, , , , ,27/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000178, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeeb@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16/03/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Vegetables, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111289,xxx,Undisclosed,Michaela, ,Svoboda, , , , ,28/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000179, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeec@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16/03/2020, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Clothes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111290,xxx,Undisclosed,Petr, ,Krejci, , , , ,29/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000180, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,06/02/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Shoes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111291,xxx,Undisclosed,Jana, ,Novak, , , , ,30/06/1990,Undisclosed, ,Undefined,CZ,NUM,1000000181, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeee@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26/04/2021, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Spaghetti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
CZ,111111292,xxx,Undisclosed,Dana, ,Smith, , , , ,01/07/1990,Undisclosed, ,Undefined,CZ,NUM,1000000182, , , , , , ,CZ, , , , , , , , ,Admin, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,employeed@company.com, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,17/07/2023, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,Company Fruit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
